timestamp,open,high,low,close,price_change
2023-09-11T00:00:00,917340.0,917340.0,908760.0,908760.0,8580.0
2023-09-10T00:00:00,917600.0,923960.0,913020.0,913020.0,4580.0
2023-09-08T00:00:00,937040.0,937040.0,916720.0,916720.0,20320.0
2023-09-07T00:00:00,918220.0,931900.0,907180.0,931240.0,13020.0
2023-09-06T00:00:00,908520.0,919580.0,905000.0,919580.0,11060.0
2023-09-05T00:00:00,905020.0,912560.0,905020.0,909040.0,4020.0
2023-09-04T00:00:00,910500.0,916220.0,901880.0,909360.0,1140.0
2023-09-02T00:00:00,911800.0,915720.0,902560.0,902580.0,9220.0
2023-09-01T00:00:00,908920.0,915540.0,895500.0,910240.0,1320.0
2023-08-31T00:00:00,960080.0,960080.0,904340.0,904340.0,55740.0
2023-08-30T00:00:00,971480.0,971480.0,947260.0,948520.0,22960.0
2023-08-29T00:00:00,921080.0,978360.0,910000.0,968200.0,47120.0
2023-08-28T00:00:00,914800.0,921360.0,914800.0,921360.0,6560.0
2023-08-26T00:00:00,917960.0,917960.0,909240.0,916800.0,1160.0
2023-08-25T00:00:00,911200.0,922440.0,907020.0,919620.0,8420.0
2023-08-24T00:00:00,932320.0,932320.0,906680.0,922760.0,9560.0
2023-08-23T00:00:00,920440.0,933520.0,905160.0,933520.0,13080.0
2023-08-22T00:00:00,918760.0,918760.0,900000.0,900000.0,18760.0
2023-08-20T00:00:00,921060.0,1035060.0,914300.0,925000.0,3940.0
2023-08-19T00:00:00,927440.0,927940.0,910020.0,925980.0,1460.0
2023-08-18T00:00:00,967000.0,967000.0,918460.0,927440.0,39560.0
2023-08-17T00:00:00,1020000.0,1020000.0,952500.0,967000.0,53000.0
2023-08-16T00:00:00,1028040.0,1038840.0,1022000.0,1022000.0,6040.0
2023-08-15T00:00:00,1032020.0,1040720.0,1026140.0,1035860.0,3840.0
2023-08-14T00:00:00,1025900.0,1036000.0,1025900.0,1032020.0,6120.0
2023-08-13T00:00:00,1025440.0,1033200.0,1023820.0,1033200.0,7760.0
2023-08-12T00:00:00,1030280.0,1030280.0,1024460.0,1024640.0,5640.0
2023-08-11T00:00:00,1028000.0,1033780.0,1023820.0,1023820.0,4180.0
2023-08-10T00:00:00,1031000.0,1036660.0,1030520.0,1034960.0,3960.0
2023-08-09T00:00:00,1039000.0,1045000.0,1030940.0,1033440.0,5560.0
2023-08-08T00:00:00,1011880.0,1040000.0,1011880.0,1038000.0,26120.0
2023-08-07T00:00:00,1007500.0,1012360.0,1005000.0,1011880.0,4380.0
2023-08-06T00:00:00,1005080.0,1007780.0,999000.0,999020.0,6060.0
2023-08-05T00:00:00,1009700.0,1009700.0,998100.0,1007820.0,1880.0
2023-08-04T00:00:00,1012920.0,1012940.0,999420.0,1001520.0,11400.0
2023-08-03T00:00:00,1007480.0,1012920.0,998360.0,1012920.0,5440.0
2023-08-02T00:00:00,1012340.0,1024720.0,999820.0,999820.0,12520.0
2023-08-01T00:00:00,998220.0,1012340.0,983220.0,1012340.0,14120.0
2023-07-31T00:00:00,1006760.0,1009600.0,1001920.0,1002980.0,3780.0
2023-07-30T00:00:00,999980.0,1005700.0,998200.0,1001920.0,1940.0
2023-07-29T00:00:00,1005460.0,1006200.0,999980.0,1003500.0,1960.0
2023-07-28T00:00:00,1010880.0,1010880.0,999980.0,999980.0,10900.0
2023-07-27T00:00:00,1010040.0,1030000.0,1000280.0,1005000.0,5040.0
2023-07-26T00:00:00,1011900.0,1011900.0,998220.0,1006040.0,5860.0
2023-07-25T00:00:00,1014780.0,1014900.0,1001020.0,1009540.0,5240.0
2023-07-24T00:00:00,1027920.0,1027920.0,1000000.0,1000000.0,27920.0
2023-07-22T00:00:00,1035440.0,1035460.0,1016100.0,1016700.0,18740.0
2023-07-21T00:00:00,1019000.0,1031260.0,1016080.0,1031260.0,12260.0
2023-07-20T00:00:00,1019960.0,1034020.0,1019760.0,1021600.0,1640.0
2023-07-19T00:00:00,1027620.0,1034060.0,1019960.0,1019960.0,7660.0
2023-07-18T00:00:00,1042620.0,1042620.0,1019960.0,1019980.0,22640.0
2023-07-17T00:00:00,1045020.0,1048000.0,1033580.0,1033580.0,11440.0
2023-07-15T00:00:00,1051140.0,1060280.0,1046000.0,1046000.0,5140.0
2023-07-14T00:00:00,1073220.0,1087400.0,1045820.0,1049060.0,24160.0
2023-07-13T00:00:00,1068720.0,1080000.0,1032440.0,1071960.0,3240.0
2023-07-12T00:00:00,1060240.0,1070000.0,1059060.0,1059060.0,1180.0
2023-07-11T00:00:00,1069980.0,1069980.0,1060240.0,1067220.0,2760.0
2023-07-10T00:00:00,1060240.0,1076440.0,1059340.0,1061360.0,1120.0
2023-07-09T00:00:00,1060240.0,1064580.0,1060240.0,1064580.0,4340.0
2023-07-08T00:00:00,1064040.0,1064040.0,1060240.0,1060240.0,3800.0
2023-07-07T00:00:00,1053400.0,1068980.0,1051180.0,1068880.0,15480.0
