timestamp,open,high,low,close,price_change
2023-07-05T00:00:00,1071340.0,1071340.0,1055700.0,1060000.0,11340.0
2023-07-04T00:00:00,1090480.0,1092620.0,1071320.0,1071320.0,19160.0
2023-07-03T00:00:00,1078660.0,1090760.0,1071220.0,1090480.0,11820.0
2023-07-02T00:00:00,1069480.0,1082060.0,1064460.0,1078440.0,8960.0
2023-07-01T00:00:00,1078100.0,1079360.0,1057000.0,1066340.0,11760.0
2023-06-29T00:00:00,1074600.0,1096200.0,1073580.0,1077180.0,2580.0
2023-06-28T00:00:00,1069780.0,1080420.0,1060020.0,1074620.0,4840.0
2023-06-27T00:00:00,1061580.0,1084400.0,1057640.0,1069780.0,8200.0
2023-06-26T00:00:00,1067260.0,1073060.0,1054120.0,1057640.0,9620.0
2023-06-25T00:00:00,1060720.0,1078740.0,1060160.0,1067260.0,6540.0
2023-06-24T00:00:00,1075000.0,1083400.0,1055220.0,1070000.0,5000.0
2023-06-23T00:00:00,1043260.0,1086620.0,1042740.0,1073000.0,29740.0
2023-06-22T00:00:00,1032140.0,1050000.0,1032120.0,1043260.0,11120.0
2023-06-21T00:00:00,970000.0,1040480.0,968760.0,1032120.0,62120.0
2023-06-20T00:00:00,925900.0,968000.0,925900.0,968000.0,42100.0
2023-06-19T00:00:00,907860.0,929880.0,886440.0,929840.0,21980.0
2023-06-18T00:00:00,917320.0,917320.0,906740.0,911840.0,5480.0
2023-06-17T00:00:00,900820.0,916640.0,900820.0,916640.0,15820.0
2023-06-16T00:00:00,882660.0,915880.0,882660.0,911080.0,28420.0
2023-06-15T00:00:00,880380.0,885320.0,865060.0,885320.0,4940.0
2023-06-14T00:00:00,897260.0,902400.0,875000.0,875500.0,21760.0
2023-06-13T00:00:00,899780.0,911060.0,897020.0,897260.0,2520.0
2023-06-12T00:00:00,892660.0,899540.0,892660.0,897800.0,5140.0
2023-06-10T00:00:00,915160.0,915160.0,892000.0,900660.0,14500.0
2023-06-09T00:00:00,917280.0,920620.0,912140.0,912140.0,5140.0
2023-06-08T00:00:00,919720.0,926980.0,910900.0,917300.0,2420.0
2023-06-07T00:00:00,933300.0,942920.0,910000.0,910000.0,23300.0
2023-06-06T00:00:00,904580.0,943220.0,888000.0,930840.0,26260.0
2023-06-05T00:00:00,937420.0,940620.0,890000.0,904720.0,32700.0
2023-06-04T00:00:00,935300.0,947140.0,935300.0,947140.0,11840.0
2023-06-03T00:00:00,946200.0,946200.0,932340.0,932340.0,13860.0
2023-06-02T00:00:00,928000.0,946360.0,924660.0,946360.0,18360.0
2023-06-01T00:00:00,944700.0,952260.0,928000.0,928000.0,16700.0
2023-05-31T00:00:00,961880.0,961880.0,927980.0,937160.0,24720.0
2023-05-30T00:00:00,960400.0,975040.0,955000.0,955000.0,5400.0
2023-05-29T00:00:00,968240.0,973140.0,960000.0,960200.0,8040.0
2023-05-28T00:00:00,928000.0,974580.0,928000.0,953860.0,25860.0
2023-05-27T00:00:00,929320.0,930480.0,921000.0,925360.0,3960.0
2023-05-26T00:00:00,914920.0,928840.0,911360.0,928840.0,13920.0
2023-05-25T00:00:00,913840.0,918920.0,901480.0,911520.0,2320.0
2023-05-24T00:00:00,931620.0,931620.0,907500.0,907500.0,24120.0
2023-05-23T00:00:00,930000.0,940000.0,930000.0,935520.0,5520.0
2023-05-21T00:00:00,925000.0,925340.0,915000.0,915000.0,10000.0
2023-05-20T00:00:00,923340.0,923340.0,913820.0,913820.0,9520.0
2023-05-18T00:00:00,926840.0,931900.0,910000.0,910000.0,16840.0
2023-05-17T00:00:00,922220.0,925100.0,910000.0,925000.0,2780.0
2023-05-16T00:00:00,910000.0,917060.0,910000.0,915240.0,5240.0
2023-05-15T00:00:00,903000.0,925000.0,899080.0,925000.0,22000.0
2023-05-14T00:00:00,902460.0,916420.0,902460.0,904220.0,1760.0
2023-05-13T00:00:00,905900.0,905900.0,901940.0,901940.0,3960.0
2023-05-12T00:00:00,902000.0,902000.0,880000.0,891100.0,10900.0
2023-05-11T00:00:00,925200.0,933600.0,906680.0,912160.0,13040.0
2023-05-10T00:00:00,934320.0,951040.0,919740.0,926720.0,7600.0
2023-05-09T00:00:00,936000.0,944340.0,930000.0,931020.0,4980.0
2023-05-08T00:00:00,965000.0,970660.0,930000.0,941660.0,23340.0
2023-05-07T00:00:00,975920.0,983540.0,965000.0,965000.0,10920.0
2023-05-06T00:00:00,998000.0,1000040.0,959620.0,959620.0,38380.0
2023-05-05T00:00:00,979660.0,996880.0,971160.0,987680.0,8020.0
2023-05-04T00:00:00,979400.0,979400.0,973160.0,973160.0,6240.0
2023-05-03T00:00:00,968000.0,985000.0,958000.0,983680.0,15680.0
2023-05-02T00:00:00,959580.0,982760.0,949920.0,982760.0,23180.0
2023-05-01T00:00:00,996000.0,996000.0,948000.0,949000.0,47000.0
2023-04-30T00:00:00,998960.0,1014100.0,990020.0,997640.0,1320.0
2023-04-29T00:00:00,995000.0,999900.0,989900.0,997900.0,2900.0
2023-04-28T00:00:00,1008180.0,1010760.0,992000.0,992000.0,16180.0
2023-04-27T00:00:00,996700.0,1016600.0,980000.0,1016600.0,19900.0
2023-04-25T00:00:00,939500.0,939500.0,933460.0,935540.0,3960.0
2023-04-24T00:00:00,958280.0,958280.0,930600.0,949680.0,8600.0
2023-04-23T00:00:00,950380.0,951560.0,942320.0,943860.0,6520.0
2023-04-22T00:00:00,936000.0,952920.0,933700.0,952920.0,16920.0
2023-04-21T00:00:00,968500.0,968600.0,936000.0,936000.0,32500.0
2023-04-20T00:00:00,990140.0,1002660.0,965000.0,969000.0,21140.0
2023-04-19T00:00:00,1033860.0,1035000.0,989860.0,994280.0,39580.0
2023-04-18T00:00:00,1006100.0,1034980.0,1001900.0,1013000.0,6900.0
2023-04-17T00:00:00,1019340.0,1025020.0,1002000.0,1002000.0,17340.0
2023-04-16T00:00:00,1015000.0,1030740.0,950000.0,1027080.0,12080.0
2023-04-14T00:00:00,1034780.0,1045000.0,920000.0,1018600.0,16180.0
2023-04-13T00:00:00,1014180.0,1037900.0,1009600.0,1029760.0,15580.0
2023-04-12T00:00:00,1030360.0,1035900.0,1014180.0,1014180.0,16180.0
2023-04-11T00:00:00,995860.0,1035000.0,995860.0,1027800.0,31940.0
2023-04-10T00:00:00,969900.0,1000300.0,961880.0,997520.0,27620.0
2023-04-09T00:00:00,958360.0,968000.0,946780.0,968000.0,9640.0
2023-04-08T00:00:00,958460.0,963460.0,948300.0,948660.0,9800.0
2023-04-07T00:00:00,958120.0,958120.0,950020.0,953000.0,5120.0
2023-04-06T00:00:00,955620.0,959860.0,948000.0,948000.0,7620.0
2023-04-05T00:00:00,968000.0,971000.0,948000.0,960000.0,8000.0
2023-04-04T00:00:00,953500.0,969020.0,952560.0,955020.0,1520.0
2023-04-03T00:00:00,965500.0,975000.0,936480.0,954000.0,11500.0
2023-04-02T00:00:00,975000.0,975000.0,959240.0,965500.0,9500.0
2023-03-31T00:00:00,963020.0,977580.0,942820.0,975000.0,11980.0
2023-03-30T00:00:00,972240.0,993520.0,950000.0,962120.0,10120.0
2023-03-29T00:00:00,933460.0,975360.0,933460.0,968500.0,35040.0
2023-03-27T00:00:00,956840.0,960680.0,925000.0,937440.0,19400.0
2023-03-26T00:00:00,951740.0,960000.0,951740.0,956820.0,5080.0
2023-03-25T00:00:00,944400.0,953940.0,937100.0,937760.0,6640.0
2023-03-24T00:00:00,962000.0,985460.0,937100.0,937100.0,24900.0
2023-03-23T00:00:00,938000.0,982780.0,935320.0,972860.0,34860.0
2023-03-22T00:00:00,962500.0,988140.0,920000.0,940440.0,22060.0
2023-03-21T00:00:00,949720.0,975500.0,944700.0,961560.0,11840.0
2023-03-19T00:00:00,920180.0,960000.0,916580.0,960000.0,39820.0
2023-03-18T00:00:00,923700.0,936540.0,908320.0,935100.0,11400.0
2023-03-17T00:00:00,866940.0,940080.0,865000.0,929680.0,62740.0
2023-03-16T00:00:00,841000.0,864720.0,838340.0,864720.0,23720.0
2023-03-15T00:00:00,850700.0,860940.0,832140.0,844960.0,5740.0
2023-03-14T00:00:00,831280.0,904600.0,822160.0,850580.0,19300.0
2023-03-13T00:00:00,758160.0,839020.0,754380.0,831280.0,73120.0
2023-03-12T00:00:00,709000.0,760460.0,708000.0,754600.0,45600.0
2023-03-11T00:00:00,723340.0,723340.0,690660.0,696020.0,27320.0
2023-03-10T00:00:00,719240.0,720520.0,691900.0,691900.0,27340.0
2023-03-09T00:00:00,760020.0,766620.0,705260.0,718500.0,41520.0
2023-03-08T00:00:00,776640.0,776640.0,763900.0,764400.0,12240.0
2023-03-06T00:00:00,775880.0,775880.0,769520.0,769520.0,6360.0
2023-03-05T00:00:00,775000.0,786560.0,772540.0,780300.0,5300.0
2023-03-04T00:00:00,779540.0,785940.0,764020.0,770000.0,9540.0
2023-03-03T00:00:00,814000.0,814000.0,770000.0,770000.0,44000.0
2023-03-02T00:00:00,822740.0,822740.0,810000.0,813980.0,8760.0
2023-03-01T00:00:00,819320.0,829880.0,814100.0,814100.0,5220.0
2023-02-28T00:00:00,825540.0,825600.0,815600.0,817040.0,8500.0
2023-02-27T00:00:00,820280.0,828820.0,813920.0,822540.0,2260.0
2023-02-26T00:00:00,814540.0,822440.0,810980.0,819960.0,5420.0
2023-02-25T00:00:00,814300.0,814300.0,796220.0,805000.0,9300.0
2023-02-24T00:00:00,832980.0,832980.0,804460.0,807280.0,25700.0
